Price,Rooms,Crime_Rate,Distance_to_Center
44.49703375022869,5,2.7513522904837315,18.56155052632556
45.57359613836632,7,2.846627218129761,11.093301044890897
43.56974889013006,6,4.035999470659311,13.493919902962254
32.36224639546705,2,4.332071295651774,14.380464499084418
35.432243906892566,5,4.979283523445996,5.958789276087743
46.205647815758795,6,3.4733115665911303,11.261280442246195
36.57400156530537,3,4.4357516133970085,4.158656011096415
45.76255437244265,5,2.047419087649076,5.771137434027685
40.20980646293171,7,4.139325670465537,16.78418972783342
33.52521971606523,4,5.418968497366532,1.2537101243623205
28.799743717249036,3,6.027403247646089,2.171079267692469
51.82861191939883,6,2.167514433669702,16.72653266702472
40.52063136243528,5,2.631908781853014,9.143352172200384
32.31949841072697,3,6.428772425554277,5.227115068508898
32.87350988537628,5,5.650430363535774,5.145332082259663
36.58863733069821,3,4.5263113997821085,8.537688296401218
29.60676632378612,4,6.4411050004809445,15.323295068009708
47.72543442075033,5,2.4234527399276415,14.092719994922197
31.519958693172345,2,5.437563270387482,14.752629184827656
47.4748931968289,4,2.228862324979839,19.235453161959285
31.940373510887834,4,5.966488344245754,18.038732485768445
29.295453601860963,4,5.984199753606944,8.301290045768331
47.28089730022375,6,2.0535188088708938,12.225045093698611
35.78318437153928,4,5.2516373111995005,2.1984752181722294
50.842669232446696,6,1.064925214230056,2.5432923892349146
48.00141742504053,6,2.5585921482987133,8.352358901304353
31.980402873240678,3,6.124462639847966,10.088830511247856
42.57904151121161,7,4.0960083341434865,2.131821142685559
31.00576865585924,3,5.679255732172104,13.91798710820278
44.63851137395396,7,1.7810340956920514,19.618797004978568
36.99706733981968,5,4.662691764052557,15.495206942674306
35.12688955415607,5,4.326764907694715,4.335500413463209
19.723698040551703,2,7.787242173551035,5.661655793636646
37.934980662776084,4,4.666388309687074,10.788402342423351
45.39821297879729,7,3.012370796473414,7.13832120642918
51.38416739572626,6,1.4703807056970355,7.014111570587244
47.970719834302756,7,3.7537795041262707,5.798358744214311
37.27637237598856,4,4.723701277074912,12.416871091570172
22.584118865148184,2,6.591338744369561,6.259824953951694
39.594605414152525,5,4.234640322741976,8.596827871522347
42.23586344853006,6,2.9454326839837313,15.555863956443307
29.851774829824073,3,5.583169961993851,1.8543053015990567
40.62476470405274,2,3.6320416953111447,15.234568894923163
44.44067643887287,5,3.050040271016272,17.005911691831095
35.37067189955447,4,5.28200154278884,5.478633439591623
42.35530355535116,7,2.6951224949341226,8.02431174090597
35.5714105593423,4,4.98838726744639,5.280573563096262
33.13325637768131,5,5.3188855685766026,12.016385903133681
44.113213234874934,7,2.998435294319162,8.968147876980156
35.771700697038455,4,4.65536847330745,4.128358347349114
49.06527946510624,7,2.022584690947131,13.91228589238988
29.075699810303547,2,6.535706787545646,18.904703219680044
45.12923999280377,5,2.555973010331705,12.90802685103367
43.267790967976815,5,3.4382244970061357,19.328464309161642
50.69429511772469,7,1.7740765732732193,13.295355575124216
37.01732853564647,5,4.502008882898881,13.755059946511395
43.49522234054643,5,3.6100519402226245,7.252213229298264
48.131807503016795,4,2.314310071330439,18.62503518979726
40.22422455771303,4,4.476644930389128,4.933864109035264
35.8657291899482,3,5.000092640784991,6.12996402426636
37.61714739658096,5,3.894061829539904,7.251978003703701
27.784018800533225,3,6.38889064049023,9.427210224962652
34.84798995652409,6,5.376710070383543,16.989129364948358
43.36734965082682,6,3.2383261031742547,15.26059520225022
19.56253755062373,2,8.71607602649309,8.862946386938727
43.67818654595971,6,3.0762371440662735,12.887760455995755
43.60668287137281,4,2.3598376738509925,19.72194403456821
36.536814862852,3,4.175915616503189,10.23574179309126
23.213056756037197,5,7.401093094973063,11.526301007727156
41.14175134505071,4,3.0761950826994813,14.423675874345475
34.752762085155624,4,5.440670056855493,11.764733899035162
31.181291837296797,2,5.564993440886429,15.942193161739805
45.9011212432315,4,3.3842364315403826,5.560013720655332
30.186503206360303,3,5.320868720822456,15.635900528830708
46.93466682782861,7,1.5721301039772269,2.3549123472929843
55.152417694301604,7,1.1255617125923725,11.566292321500367
36.80881065917483,4,4.53185562792487,11.814591872986618
47.39576882612235,5,2.953092559288083,12.21926121223018
40.897999446260066,2,3.2383245854263416,12.799647602618924
41.95406379239866,6,3.5482970087880865,4.931069928359983
43.62301104379822,7,3.162590143277313,8.061543383142812
36.74776143856024,3,5.271187086577088,12.840729732533232
35.26270283433775,3,6.055263523324939,3.8658173509416724
36.354296775639966,2,4.640122366173237,16.698510227423885
45.29141251863502,5,2.992206582718265,5.118947759061729
31.174442158654678,3,5.250396027061963,12.616946787378398
40.919804726966106,6,3.561241862249871,12.002011672681029
36.10338283239612,5,4.98879454870284,10.021355070277263
45.64234552336838,2,2.2931511941051763,3.8713170294603247
32.68239058975742,4,5.302100853379701,6.96410453409711
37.47801597329934,4,3.7403218499161563,17.834946185107896
32.145362160724034,3,5.6585105055678815,3.9780412122824087
33.90957561986626,2,4.433390913634258,17.48386746577406
51.23111106149477,6,1.9346064513467445,14.819604423691223
29.592780941810688,3,5.033900061972792,5.113627295919093
39.424330434709326,6,4.540520851106444,19.249849444982537
26.907939959546198,2,6.877182729163824,11.85061632208561
24.378479525067924,3,7.632771624627398,1.0641338247159955
30.052403862531477,3,5.670948990529462,18.312312404883144
38.73072238515002,4,4.254082550923466,8.704355576208922
